dissim	el0	el1	el2	el3	el4	el5	el6	el7	el8	el9	el10	el11	el12	el13	el14	el15	el16	el17	el18	el19	el20	el21	el22	el23	el24	el25	el26	el27	el28	el29	el30	el31	max_el	diff	diffplus	diffminus	std	diff/std**0.2	diff/std**0.6	diff/std**1	diff/std**1.4	diff/std**2	maxmiddle	similarwindow_4.0	similarwindow_4.1	similarwindow_4.2	similarwindow_4.3	stat0	stat1	stat2	stat3	stat4	stat5	stat6	stat7	stat8	stat9	stat10	stat11	stat12	stat13	stat14	stat15	stat16	stat17	stat18	stat19	stat20	stat21	stat22	stat23	stat24	stat25	stat26	stat27	stat28	stat29	stat30	stat31	stat32	stat33	stat34	stat35	stat36	stat37	stat38	stat39	stat40	stat41	stat42	stat43	stat44	stat45	stat46	stat47	stat48	stat49	stat50	stat51	stat52	stat53	stat54	stat55	stat56	stat57	stat58	stat59	stat60	stat61	stat62	stat63	stat64	stat65	stat66	stat67	stat68	stat69	stat70	stat71	stat72	stat73	stat74	stat75	stat76	class
0.015643	0.37192	0.41757	0.32787	0.41635	0.35308	0.52255	0.46619	0.42468	0.43338	0.46169	0.41901	0.43049	0.39742	0.41872	0.40908	0.45743	0.40405	0.31413	0.29843	0.24341	0.15177	0.21882	0.093521	0.024891	0.022833	0.032872	0.027672	0.028749	0.028235	0.032221	0.032416	0.043288	0.52255	0.18698	0.13368	-0.053308	0.085175	0.19277	0.20498	0.21698	0.22695	0.22652	0.67682	0.058976	0.51182	0.50092	0.54708	0.19296	0.13942	0.14299	0.15	0.1349	0.15716	0.13561	0.10153	0.08755	0.12983	0.14097	0.073238	0.13166	0.073304	0.13648	0.16345	0.062665	0.10208	0.036975	0.016991	0.017868	0.017299	0.0082794	0.0057927	0.005619	0.0040209	0.010178	5.5605e-05	0.012396	0.00069881	0.0020531	0.0049082	0.1255	0.26049	0.21839	0.21655	-0.1138	0.11115	-0.13783	-0.14065	-0.13083	0.12958	0.09358	0.054763	0.067018	-0.058271	0.082735	-0.049489	0.029557	-0.07853	0.046604	0.043702	-0.12309	0.025625	0.13993	0.060799	0.14102	0.098432	0.015439	-0.11786	0.1053	0.1365	-0.13798	0.0074209	0.14078	0.078872	0.084597	-0.1383	0.2902	0.183	0.18237	0.25242	0.03673	-0.011686	-0.0041974	0.025434	1.707	345.5
0.015572	0.33355	0.40111	0.29953	0.37961	0.37875	0.48825	0.49191	0.40332	0.39895	0.42612	0.39638	0.40031	0.38007	0.39098	0.40318	0.42996	0.37901	0.35978	0.30732	0.32432	0.25275	0.24664	0.090389	0.024749	0.02255	0.032733	0.027573	0.029206	0.028892	0.031899	0.032282	0.043334	0.49191	0.1303	0.098861	-0.031436	0.08646	0.13393	0.14157	0.14898	0.15496	0.15374	0.70344	0.09809	0.49456	0.49023	0.54659	0.11476	0.09605	0.087918	0.10404	0.12479	0.15534	0.1407	0.097848	0.10349	0.095936	0.044635	0.065048	0.090033	0.11664	0.13444	0.1295	0.086777	0.10513	0.052136	0.032348	0.015862	0.033069	0.0067866	0.0072024	0.001464	0.0022345	0.005029	0.0021338	0.0031132	0.0012138	0.0037318	0.0024687	0.15138	0.22078	0.22035	0.20634	-0.13839	0.090046	-0.13899	-0.063708	0.11876	0.095245	0.14142	0.14133	0.088657	-0.14125	-0.06138	-0.12871	-0.076647	0.016422	0.025558	-0.023649	-0.1362	0.0068303	-0.14054	0.12596	0.038491	0.10298	0.069745	0.13368	-0.015525	0.12992	0.13558	0.12568	-0.12169	-0.1407	-0.12908	-0.13968	0.2999	0.16123	0.13097	0.19766	0.041778	-0.0067848	-0.021383	0.0016504	1.825	336
0.013653	0.42874	0.41803	0.50835	0.45939	0.46387	0.475	0.56113	0.56243	0.64851	0.56112	0.45127	0.41784	0.35745	0.35011	0.43335	0.46015	0.34331	0.33453	0.31051	0.29319	0.1668	0.26908	0.067186	0.023358	0.029219	0.033067	0.039519	0.030023	0.040058	0.040881	0.047661	0.04188	0.64851	0.27999	0.18201	-0.097978	0.074998	0.29608	0.33118	0.36842	0.40369	0.42264	0.43814	0.12051	0.56162	0.473	0.57373	0.1267	0.12887	0.21203	0.17048	0.15477	0.088345	0.083867	0.074003	0.085016	0.1039	0.092829	0.16747	0.16407	0.17086	0.16388	0.12975	0.12867	0.06304	0.030669	0.028345	0.027516	0.11905	0.029474	0.0011557	0.0016086	0.0040307	0.0065302	0.002922	0.0045787	0.0063373	0.0046488	0.0010532	0.11918	0.23512	0.1603	0.19274	0.077883	0.11569	-0.049466	-0.0084496	-0.072547	-0.12511	-0.14052	-0.053763	-0.092552	-0.13789	-0.0030432	0.083911	0.096886	0.10294	0.091496	0.065329	0.094304	0.0017208	-0.14081	-0.12207	0.036589	0.106	0.11211	0.13097	0.12774	-0.13614	-0.14092	-0.13019	0.13522	-0.14142	-0.13809	-0.11469	0.48936	0.18489	0.30271	0.31227	0.17121	-0.0074342	0.045262	0.056093	1.5399	408
0.012223	0.42434	0.47973	0.47939	0.49289	0.52485	0.42338	0.33362	0.29215	0.30296	0.27929	0.30809	0.27211	0.27968	0.21122	0.21676	0.13807	0.08366	0.11996	0.14787	0.077013	0.058547	0.16231	0.023797	0.020514	0.028073	0.032169	0.036036	0.043635	0.036186	0.045198	0.039739	0.043554	0.52485	0.040422	0.0071301	-0.033292	0.05129	0.046113	0.059982	0.077303	0.096748	0.11134	0.74123	0.081478	0.13464	0.14653	0.16497	0.17985	0.18592	0.15155	0.18475	0.15781	0.085157	0.042878	0.040094	0.023919	0.12516	0.029441	0.01714	0.018181	0.025533	0.017253	0.0076492	0.0057749	0.0071184	0.0034929	0.0028111	0.0051578	0.0040364	0.0017716	0.0014695	0.00471	0.0010107	0.001332	0.0016915	0.008864	0.0059995	0.0047306	0.0026577	0.21025	0.15062	0.080631	0.16035	-0.063112	-0.049324	0.14118	0.14074	0.08812	0.14039	0.074894	0.14116	-0.020267	0.11105	0.086924	0.13953	0.11036	0.05429	0.074413	-0.015287	0.10998	0.074304	0.10286	-0.13459	0.089526	0.024659	-0.025576	0.1403	-0.12192	-0.12884	-0.11883	-0.056702	-0.13898	-0.13098	-0.11596	-0.14079	0.40078	0.51828	0.54956	0.54733	0.090834	0.18966	0.2042	0.2307	0.88989	1188.5
0.015291	0.28485	0.48434	0.5052	0.39953	0.396	0.48318	0.53742	0.43215	0.47121	0.47122	0.41891	0.43888	0.47889	0.39705	0.43666	0.38565	0.37248	0.35768	0.31369	0.30818	0.28531	0.35323	0.099163	0.026146	0.020217	0.024748	0.026132	0.031283	0.031543	0.034674	0.030974	0.033364	0.53742	0.10722	0.079716	-0.0275	0.08185	0.11141	0.12037	0.12941	0.13735	0.13925	0.63042	0.13701	0.42696	0.42008	0.2805	0.10221	0.087691	0.10691	0.098934	0.12782	0.20995	0.2263	0.13588	0.080866	0.097099	0.077871	0.068759	0.083908	0.077262	0.058431	0.058259	0.055891	0.056784	0.052509	0.048706	0.035879	0.036363	0.0064022	0.0056536	0.0046893	0.0017122	0.0036236	0.00077522	0.000619	0.0012338	0.0024264	0.0077068	0.15387	0.22623	0.17785	0.19418	0.051203	-0.12768	0.14041	0.13772	-0.12809	-0.062686	-0.03012	-0.10834	0.019688	-0.043507	0.051702	0.13625	0.11097	0.061458	-0.019946	0.06892	0.14003	0.12487	0.11855	0.1376	0.14119	0.14056	0.13253	-0.13627	-0.12168	-0.14136	0.1366	-0.098409	0.12283	-0.13709	0.13392	0.13914	0.56421	0.35563	0.2365	0.3617	0.23364	0.074601	0.037458	0.090982	1.4135	429
0.015032	0.27748	0.48315	0.50303	0.39114	0.38665	0.47353	0.52542	0.42048	0.46288	0.4624	0.41003	0.43102	0.4725	0.391	0.43095	0.38151	0.36908	0.35337	0.31035	0.30482	0.28327	0.35127	0.09878	0.026082	0.02024	0.024772	0.026214	0.031423	0.031462	0.034653	0.031185	0.033292	0.52542	0.062955	0.049638	-0.013317	0.080984	0.065559	0.071126	0.076789	0.081819	0.083291	0.59471	0.084002	0.24918	0.25878	0.17153	0.034029	0.10991	0.080144	0.073389	0.11125	0.13435	0.16841	0.10147	0.089333	0.10134	0.091063	0.076964	0.090733	0.078124	0.061822	0.065409	0.059105	0.066097	0.058292	0.053293	0.038185	0.03499	0.0060446	0.0013985	0.0024194	0.0042774	0.0030289	0.0051662	0.0021825	0.0060111	0.0033008	0.0041127	0.16654	0.19281	0.17153	0.18252	0.13657	-0.12311	0.051963	0.080131	0.03785	-0.1397	-0.096282	-0.11549	0.12071	0.068137	0.13794	0.14108	0.12816	-0.028366	0.069586	0.13417	0.13897	0.14035	0.14043	0.14138	0.14141	0.12942	0.022981	-0.1173	0.12655	0.14103	0.14061	-0.1401	0.12127	-0.14115	0.049051	-0.1292	0.56295	0.36041	0.2041	0.34279	0.2345	0.084831	0.021507	0.078179	1.4466	326.5
0.013208	0.522	0.68276	0.52818	0.51324	0.43062	0.64949	0.62332	0.58472	0.26851	0.2478	0.43365	0.43447	0.42971	0.33379	0.24937	0.26051	0.25224	0.10483	0.045483	0.068651	0.078383	0.17986	0.030462	0.01958	0.036162	0.026407	0.022368	0.041478	0.046166	0.039187	0.033261	0.036549	0.68276	0.39004	0.19069	-0.19935	0.076724	0.41058	0.45512	0.50183	0.54535	0.56638	0.22162	0.20196	0.74893	0.75004	0.79091	0.058911	0.041017	0.16067	0.13625	0.20435	0.30748	0.29487	0.27637	0.12733	0.11726	0.20498	0.20536	0.20355	0.15781	0.071178	0.12327	0.11922	0.044595	0.021765	0.032477	0.037072	0.00954	0.00087357	0.00084821	0.0026704	0.00060875	0.0090604	0.0035082	0.0096576	0.0053331	0.0037041	0.00072769	0.11132	0.25851	0.10766	0.19651	0.10699	-0.11898	0.13043	0.12646	0.13624	0.13923	0.14021	0.14131	0.1372	0.13983	0.14122	0.14126	0.13852	0.14093	0.12896	0.13984	0.14133	0.14112	0.12589	0.14016	0.14047	-0.023965	-0.13574	0.14076	-0.0023501	0.0048056	0.14078	-0.11635	0.13914	-0.13973	-0.13332	0.038488	0.37472	0.10801	0.37242	0.32589	0.080098	-0.038909	0.074589	0.055504	1.4191	553
0.0058017	0.25404	0.11905	0.11687	0.10421	0.069614	0.11694	0.48045	0.89566	0.92022	0.91624	0.91536	0.85153	0.77023	0.66615	0.65594	0.61993	0.57781	0.48553	0.35949	0.14001	0.052564	0.020073	0.022388	0.028068	0.034662	0.040697	0.040219	0.044468	0.038392	0.04434	0.043919	0.061504	0.92022	0.2269	0.13241	-0.094495	0.04128	0.27031	0.38323	0.53666	0.7206	0.83911	0.21971	0.094445	0.2981	0.26818	0.19286	0.045136	0.025936	0.015028	0.014204	0.011843	0.02003	0.036482	0.10805	0.14843	0.18149	0.21804	0.19085	0.14349	0.11373	0.13998	0.10957	0.082687	0.094222	0.052815	0.011268	0.0028227	0.00068268	0.00074503	0.007473	0.0036323	0.019248	8.956e-05	0.0017085	0.001191	0.010411	0.0055564	0.01455	0.016427	0.14974	0.038059	0.105	0.0075807	0.039122	-0.1357	0.0090442	0.0029882	0.072198	0.019572	0.022177	0.066408	0.090881	0.10247	0.10848	0.10957	0.11288	0.1212	0.11524	0.10739	0.11734	0.10001	0.098214	-0.047184	0.071542	-0.10339	-0.14009	-0.14132	0.14051	0.089836	0.015042	0.13979	-0.14142	0.13101	-0.14138	0.14276	0.20311	0.19775	0.49204	-0.035496	-0.0074724	-0.0032474	0.19163	1.1538	401.5
0.005777	0.25229	0.11813	0.11573	0.10375	0.06925	0.11663	0.48025	0.89542	0.92005	0.91604	0.91523	0.85143	0.77019	0.66602	0.65592	0.61993	0.57775	0.48545	0.35947	0.13995	0.052597	0.019916	0.022494	0.028307	0.035087	0.041078	0.040005	0.044464	0.0386	0.044399	0.059626	0.061552	0.92005	0.6225	0.31898	-0.30352	0.048788	0.71727	0.9517	1.2503	1.591	1.8415	0.18128	0.12709	0.82306	0.82768	0.94984	0.092106	0.049816	0.021655	0.013279	0.028159	0.055192	0.22708	0.42397	0.43571	0.43362	0.43336	0.403	0.36421	0.31486	0.31008	0.29307	0.27309	0.22947	0.1699	0.066141	0.024858	0.0084593	0.0024861	0.0014226	0.0073518	0.005114	0.0038903	0.0036097	0.00022084	0.006143	0.006822	0.0086003	0.014589	0.35849	0.028163	0.25417	0.1406	0.13634	0.099458	0.11263	0.13733	0.13972	0.14081	0.13908	0.13883	0.13938	0.13904	0.13952	0.14069	0.14104	0.14105	0.14106	0.14123	0.14119	0.1413	0.1414	0.14142	0.14088	-0.13838	0.13148	0.1399	0.087206	-0.14068	0.10813	0.060019	0.13917	0.12671	-0.14091	0.095163	0.13858	0.17542	0.47902	0.0024446	-0.037836	-0.0062813	0.14577	0.83416	636
0.005761	0.25134	0.11764	0.11508	0.10354	0.06915	0.1165	0.4802	0.89537	0.92005	0.91598	0.91518	0.85134	0.77014	0.66605	0.65597	0.61996	0.57779	0.48549	0.35942	0.13986	0.052613	0.019054	0.022494	0.028425	0.035007	0.041095	0.040606	0.044128	0.045499	0.044036	0.059222	0.061496	0.92005	0.30196	0.14098	-0.16098	0.048092	0.34893	0.46562	0.61509	0.78644	0.91149	0.24697	0.15486	0.29026	0.25101	0.22236	0.068704	0.023014	0.03019	0.028186	0.019517	0.051756	0.075331	0.17294	0.15744	0.19244	0.21821	0.21612	0.17697	0.1233	0.16828	0.1769	0.15287	0.10868	0.087127	0.015881	0.0084527	0.0020835	0.00056414	0.0029071	0.0047617	0.0045043	0.0033307	0.0077349	0.0013364	0.0011433	0.0084624	0.00032615	0.027682	0.17289	0.016138	0.12399	0.12279	0.10733	0.12409	0.12871	0.13468	0.13987	0.12948	0.12817	0.12888	0.13017	0.13285	0.13659	0.13569	0.13199	0.13628	0.13776	0.13687	0.12916	0.13346	0.11929	0.11882	0.058317	0.11706	-0.12916	0.14135	-0.015117	0.12061	-0.14046	-0.032628	0.13689	0.13366	-0.080712	0.145	0.13485	0.028625	0.45637	-0.013035	-0.036003	-0.041412	0.13648	1.135	429.5
0.011396	0.39303	0.34767	0.38174	0.48665	0.42061	0.16867	0.14222	0.078692	0.074119	0.28587	0.23889	0.4009	0.34916	0.31349	0.31991	0.26148	0.10641	0.16149	0.10469	0.052065	0.037342	0.23069	0.049104	0.020723	0.028188	0.027122	0.034677	0.030923	0.031236	0.033066	0.041129	0.030372	0.48665	0.2232	0.12777	-0.095421	0.05675	0.24953	0.31181	0.38648	0.46737	0.52883	0.29448	0.17181	0.47486	0.39029	0.36085	0.14981	0.12326	0.10067	0.044462	0.031105	0.025679	0.052327	0.027031	0.027634	0.092349	0.096702	0.18994	0.16512	0.14827	0.15155	0.12384	0.050316	0.054721	0.049541	0.024616	0.017649	0.10906	0.020505	0.003746	0.0022908	0.0054	0.0033911	0.0072354	0.0031358	0.0028281	0.00089085	0.010708	0.10298	0.18272	0.17663	0.16695	-0.036413	-0.1266	-0.073993	0.019378	-0.11138	0.13773	0.14127	0.14142	0.11482	-0.03543	0.074794	0.13828	0.14065	0.14046	0.13843	0.13878	0.14077	0.13938	0.13979	0.14092	0.14135	0.14103	0.14095	-0.13997	-0.12058	-0.14132	0.075522	0.14003	0.099277	0.1398	-0.11081	-0.14008	0.449	0.19467	0.52032	0.3835	0.12716	-0.0049781	0.20088	0.10342	1.2244	553
0.0069416	0.21986	0.1337	0.44356	0.11311	0.14005	0.29833	0.4774	0.44687	0.69241	0.88344	0.64409	0.30651	0.23067	0.57089	0.69203	0.72158	0.77011	0.80641	0.7848	0.54414	0.17883	0.43325	0.073806	0.033401	0.040427	0.034666	0.047024	0.031873	0.048462	0.061233	0.063	0.050106	0.88344	0.57962	0.30514	-0.27449	0.049375	0.66627	0.87985	1.1506	1.4584	1.686	0.28205	0.29183	0.92031	0.95742	1.0341	0.042851	0.059288	0.081288	0.04934	0.048704	0.030874	0.070447	0.13025	0.33044	0.42206	0.30738	0.13137	0.090039	0.27053	0.32836	0.34183	0.36465	0.38169	0.3715	0.25739	0.084793	0.20476	0.033794	0.001098	0.001726	0.0039618	0.0025831	0.005489	0.0020579	0.0076377	0.0043663	0.0060935	0.031949	0.31523	0.036203	0.22875	0.024179	0.14102	0.10195	0.14142	0.13387	0.019623	0.04671	0.11881	0.12923	0.12793	0.12923	0.13314	0.13435	0.13803	0.13641	0.13844	0.13901	0.13952	0.13938	0.14034	0.13729	0.1414	0.14106	0.13413	0.035456	-0.038196	-0.10959	-0.10381	0.013226	-0.13948	-0.12285	-0.1406	0.79014	0.13859	0.30522	0.46451	0.57436	-0.036505	0.081404	0.13874	1.0509	497.5
0.010288	0.76212	0.76154	0.56148	0.43797	0.42442	0.23248	0.37426	0.35098	0.55257	0.70443	0.50981	0.24261	0.18071	0.45577	0.55087	0.57667	0.616	0.64331	0.62651	0.43513	0.14239	0.34463	0.058839	0.026866	0.033212	0.040541	0.030849	0.032786	0.039071	0.041481	0.057186	0.040049	0.76212	0.20476	0.095965	-0.10879	0.057328	0.22845	0.28432	0.35104	0.42304	0.47768	0.58179	0.11032	0.35641	0.25989	0.26379	0.1268	0.12251	0.0721	0.046899	0.050584	0.07738	0.17691	0.16598	0.18617	0.2166	0.18215	0.085422	0.04642	0.072073	0.10015	0.052846	0.02695	0.029929	0.027753	0.02965	0.048479	0.0073256	0.0029387	0.0021048	0.00077998	0.0035683	0.0058466	0.0021784	0.010014	0.0088371	0.015077	0.0038831	0.029237	0.14919	0.086422	0.10934	0.14074	0.1414	-0.1337	0.14099	-0.0064073	0.1383	0.14124	0.14061	0.12427	0.11551	0.13055	0.13468	0.13839	0.10927	0.10769	0.023103	-0.041549	-0.092685	0.10432	0.015857	0.13451	0.13485	0.043133	-0.066298	0.13659	0.042172	0.13747	0.11358	0.14026	0.14118	0.13889	-0.1126	0.2507	0.2651	0.49674	0.48235	0.041044	0.017233	0.17139	0.17883	1.2349	331.5
0.011415	0.4218	0.44691	0.4746	0.45817	0.44304	0.39585	0.20891	0.23003	0.20455	0.27314	0.17789	0.19846	0.37304	0.16435	0.31295	0.3328	0.14158	0.1439	0.17164	0.090215	0.056993	0.32716	0.053219	0.028744	0.026815	0.037014	0.037148	0.041994	0.036684	0.037095	0.053191	0.028811	0.4746	0.23362	0.15266	-0.080969	0.047455	0.27068	0.36312	0.48215	0.61916	0.71841	0.38744	0.096587	0.50269	0.53076	0.57727	0.21	0.17066	0.18593	0.16936	0.17524	0.070034	0.081747	0.10907	0.055867	0.019218	0.043502	0.069258	0.10924	0.051916	0.13877	0.098614	0.010843	0.044908	0.080118	0.042961	0.02314	0.15467	0.025179	0.00069999	0.0031338	0.0015344	0.0045813	0.0068924	0.00072658	0.0022229	0.0015213	0.00066068	0.08119	0.20867	0.19973	0.18402	-0.13881	-0.12464	-0.14138	-0.099754	-0.01932	-0.0069575	0.12668	0.13728	0.13475	-0.13505	0.09608	0.10566	0.080229	-0.029654	0.10954	0.12233	-0.0086422	0.12949	0.13763	0.13189	0.10398	0.14103	0.13955	0.12868	0.090956	0.05339	0.10539	-0.14117	0.060255	0.087619	0.13135	0.1286	0.49776	0.26207	0.44156	0.41935	0.17187	0.021993	0.11967	0.12039	1.2756	580.5
0.0070548	0.20696	0.34585	0.33821	0.34772	0.38105	0.37918	0.19608	0.22713	0.224	0.19846	0.13745	0.18901	0.357	0.15176	0.29815	0.32929	0.13873	0.13868	0.16432	0.086322	0.052916	0.32343	0.052141	0.027917	0.026362	0.035788	0.035571	0.041278	0.0361	0.036741	0.035639	0.037255	0.38105	0.18189	0.091257	-0.09063	0.041259	0.21671	0.3073	0.43041	0.57803	0.67309	0.41119	0.18368	0.41314	0.50947	0.45327	0.062672	0.024891	0.018851	0.042796	0.010525	0.17943	0.092668	0.0032776	0.02715	0.081077	0.065066	0.089546	0.16892	0.059097	0.13242	0.15567	0.065565	0.065543	0.013768	0.023884	0.0017732	0.009593	0.0038236	0.0018338	0.0067594	0.00050396	0.0082131	0.0032831	0.0023876	0.0017894	0.0038142	0.0015457	0.19438	0.22121	0.19233	0.20739	0.093975	-0.063117	-0.13722	0.13268	-0.088903	0.13978	0.14142	0.14121	0.071607	0.14141	0.13938	0.1383	0.13996	0.13758	0.13919	0.14102	0.14142	0.14142	0.12822	0.14095	-0.0001252	0.12197	0.0416	0.13196	-0.13962	0.13369	0.14095	-0.078757	0.13856	0.13838	-0.13649	-0.074957	0.45668	0.28028	0.47399	0.38134	0.12847	0.051268	0.15149	0.092423	1.179	525
0.010455	0.26281	0.41761	0.28914	0.38628	0.34427	0.34765	0.34357	0.3589	0.35801	0.33364	0.32733	0.35193	0.31489	0.31954	0.39069	0.39807	0.18734	0.17798	0.13921	0.047173	0.025861	0.014524	0.017027	0.015885	0.018577	0.023927	0.026364	0.024269	0.028331	0.026326	0.024798	0.028934	0.41761	0.13067	0.08059	-0.050077	0.057935	0.14548	0.18031	0.22171	0.26622	0.29994	0.55708	0.19807	0.4459	0.42545	0.48233	0.020883	0.053644	0.046245	0.043437	0.053599	0.052248	0.030748	0.039156	0.04345	0.027231	0.034245	0.11292	0.048532	0.070038	0.18824	0.1899	0.089515	0.046162	0.066582	0.01014	0.0038261	0.0017511	0.00043544	0.0026857	0.00061746	0.0034315	0.00090247	0.0027386	0.005165	0.00066726	0.0010847	0.002492	0.15886	0.19131	0.16524	0.17534	0.094	-0.057028	0.064697	0.13917	-0.078568	-0.069079	-0.083507	0.14123	0.13789	-0.049786	-0.12624	0.021415	-0.095905	0.016458	0.11773	0.12972	0.12774	0.037259	0.11774	0.14027	-0.12194	0.038902	0.12647	0.13211	0.1319	0.13269	-0.097048	-0.12084	0.14075	-0.13677	-0.019458	0.13108	0.47537	0.24841	0.3612	0.34259	0.14906	0.01052	0.074622	0.059259	1.4494	497.5
0.011264	0.28836	0.43995	0.34932	0.3955	0.39805	0.34683	0.34511	0.36912	0.36379	0.32939	0.32446	0.34337	0.31933	0.3136	0.3904	0.39785	0.18494	0.17784	0.13931	0.048147	0.022977	0.013393	0.01572	0.017969	0.021909	0.023865	0.028519	0.02275	0.025383	0.02632	0.025607	0.026891	0.43995	0.26763	0.11266	-0.15498	0.064945	0.29126	0.34497	0.40585	0.46823	0.51292	0.38871	0.124	0.5954	0.59401	0.51953	0.099796	0.15725	0.072423	0.052645	0.12675	0.1198	0.16456	0.078966	0.10173	0.15604	0.15411	0.16128	0.1469	0.14977	0.12353	0.11725	0.057775	0.052671	0.027795	0.0011392	0.0022109	0.0021613	0.0010888	0.00133	0.0045664	0.0026119	0.0026627	0.0015429	0.0085442	0.0031853	0.0050754	0.003806	0.16185	0.23258	0.1412	0.19399	0.13968	0.10651	-0.13971	-0.013574	-0.050209	0.055526	0.13026	0.0075732	0.082933	0.13841	0.13512	0.11161	0.11749	0.12833	0.088054	0.10535	0.11595	0.082445	-0.016395	0.031333	-0.078692	0.084524	-0.024219	0.091568	-0.13261	0.12838	-0.11801	-0.1147	0.1414	-0.12534	0.10867	0.12666	0.36842	0.18447	0.51892	0.3266	0.077481	0.013256	0.19236	0.070905	1.2889	359.5
0.01151	0.29388	0.40134	0.45097	0.36761	0.32507	0.39566	0.43186	0.28893	0.19984	0.23978	0.21561	0.28915	0.20524	0.14864	0.24767	0.1912	0.1683	0.092149	0.19033	0.099945	0.059953	0.12297	0.023679	0.020611	0.026439	0.026873	0.025373	0.029042	0.033126	0.038498	0.031876	0.035533	0.45097	0.17009	0.093559	-0.076534	0.060129	0.18798	0.22956	0.27825	0.32983	0.36853	0.42985	0.20587	0.58452	0.53441	0.54864	0.12111	0.090036	0.10558	0.088476	0.12212	0.18729	0.20413	0.13702	0.058588	0.066268	0.086802	0.11317	0.074698	0.0077735	0.025776	0.018077	0.0080518	0.01444	0.020508	0.012654	0.0099558	0.0079693	0.0021616	0.0018544	0.00078701	0.001025	0.0022683	0.0038479	0.00020668	0.0028725	0.00021142	0.006749	0.13277	0.23643	0.20848	0.20115	-0.092482	-0.13943	0.028004	-0.13969	0.051172	0.13939	0.14126	0.13707	0.071401	0.13746	0.12484	0.12787	0.12953	-0.1007	0.13888	0.030012	-0.075643	-0.092176	-0.13843	0.11335	-0.037518	0.13415	-0.1407	-0.034941	-0.052996	-0.13683	0.090456	-0.14006	0.10734	-0.12598	0.14136	0.1395	0.34604	0.18486	0.39303	0.31967	0.075631	-0.021729	0.090118	0.04782	1.4915	373
0.010286	0.23585	0.34887	0.40271	0.32731	0.35217	0.37306	0.44366	0.4208	0.52183	0.48992	0.36765	0.32969	0.27547	0.31392	0.2967	0.36299	0.40065	0.3109	0.29475	0.19213	0.057963	0.19611	0.056728	0.020745	0.026137	0.026601	0.024866	0.028641	0.034236	0.038464	0.031501	0.035494	0.52183	0.10386	0.052568	-0.051289	0.064465	0.11319	0.13446	0.15864	0.18351	0.20144	0.77264	0.10091	0.46432	0.42203	0.45345	0.10005	0.063471	0.10046	0.06402	0.070428	0.15892	0.15408	0.062623	0.041301	0.0089067	0.011046	0.041054	0.086021	0.021531	0.009416	0.011005	0.015398	0.0044813	0.009994	0.011992	0.0096827	0.0068956	0.0019924	0.0029212	0.0027361	0.0062064	0.0039906	0.0039278	0.00049212	0.0015395	0.0085892	0.0061016	0.16864	0.22474	0.20444	0.20154	0.016579	-0.087155	0.14141	-0.11778	0.040078	0.13211	0.12435	0.039465	0.11271	0.052262	-0.13133	0.054154	0.13259	0.13385	-0.12829	0.064242	0.079476	-0.11051	0.13774	0.015993	0.049228	-0.10276	-0.014413	-0.13822	-0.11576	-0.1414	-0.13767	-0.13256	-0.11756	0.10123	-0.13142	-0.14136	0.35671	0.28304	0.377	0.34343	0.082231	0.044304	0.076796	0.072223	1.4697	304
0.0096495	0.64648	0.40902	0.50583	0.4591	0.43758	0.1547	0.44854	0.59949	0.3508	0.15808	0.18805	0.063483	0.13069	0.049454	0.061718	0.0471	0.038788	0.06644	0.059774	0.049934	0.030055	0.017897	0.019712	0.027991	0.025355	0.03155	0.034944	0.039983	0.039709	0.035258	0.052777	0.054279	0.64648	0.1007	0.052137	-0.048564	0.040785	0.12026	0.17131	0.241	0.32482	0.37809	0.39621	0.089539	0.28098	0.31806	0.32411	0.20985	0.059052	0.072326	0.098328	0.048793	0.041333	0.21834	0.2852	0.16627	0.013649	0.023906	0.0075987	0.010611	0.0031578	0.0031931	0.0016592	0.0028797	0.0042128	0.0039621	0.0021709	0.0018132	0.0038563	0.004181	0.0034536	0.0012616	0.0071402	0.0028439	0.0088677	0.0066283	0.00093354	0.00043395	0.0012975	0.14673	0.16725	0.083652	0.13794	0.11561	-0.019312	0.08153	-0.035123	-0.077317	0.043058	0.10582	0.13311	0.13776	0.025326	0.12528	0.14141	-0.034793	-0.13745	-0.015735	-0.078219	-0.0026849	-0.13691	0.067368	-0.075761	0.1413	-0.1411	-0.11407	-0.14137	-0.11937	-0.13716	-0.13793	-0.14139	0.14136	0.075097	-0.12425	-0.10856	0.47513	0.43941	0.35842	0.50562	0.14947	0.12863	0.080375	0.20053	1.0085	414.5
